Time [s],Mold Average Temperature [deg C],Mold Maximum Temperature [deg C],Cycle Temperature [deg C]
6550.0,119.99998899727166,119.99999994057768,120.0
6600.0,119.99999090188885,119.99999995086361,120.0
6650.0,119.99999247680897,119.9999999593691,120.0
6700.0,119.99999377910403,119.99999996640227,120.0
6750.0,119.99999485596649,119.999999972218,120.0
6800.0,119.99999574641967,119.999999977027,120.0
6850.0,119.99999648273175,119.9999999810035,120.0
6900.0,119.99999709158519,119.99999998429173,120.0
6950.0,119.99999759504362,119.99999998701082,120.0
7000.0,119.99999801135138,119.99999998925918,120.0
7050.0,119.99999835559453,119.99999999111822,120.0
7100.0,119.9999986402478,119.99999999265555,120.0
7150.0,119.99999887562643,119.99999999392682,120.0
7200.0,119.99999907026005,119.99999999497804,120.0
7250.0,119.99999923120178,119.99999999584725,120.0
7300.0,119.99999936428391,119.99999999656598,120.0
7350.0,119.9999994743289,119.99999999716032,120.0
7400.0,119.99999956532473,119.99999999765178,120.0
7450.0,119.99999964056869,119.99999999805812,120.0
7500.0,119.99999970278763,119.99999999839414,120.0
7550.0,119.99999975423643,119.99999999867211,120.0
7600.0,119.99999979677926,119.99999999890187,120.0
7650.0,119.99999983195761,119.99999999909194,120.0
7700.0,119.99999986104635,119.999999999249,120.0
7750.0,119.99999988509973,119.99999999937904,120.0
7800.0,119.99999990498927,119.9999999994863,120.0
7850.0,119.99999992143579,119.99999999957524,120.0
7900.0,119.99999993503522,119.99999999964862,120.0
7950.0,119.99999994628044,119.999999999709,120.0
8000.0,119.99999995557899,119.99999999975928,120.0
8050.0,119.99999996326777,119.99999999980146,120.0
8100.0,119.99999996962549,119.99999999983473,120.0
8150.0,119.99999997488253,119.99999999986338,120.0
8200.0,119.99999997922963,119.99999999988752,120.0
8250.0,119.99999998282401,119.9999999999058,120.0
8300.0,119.99999998579605,119.99999999992147,120.0
8350.0,119.9999999882537,119.99999999993575,120.0
8400.0,119.99999999028606,119.99999999994826,120.0
8450.0,119.89418708948978,119.96335077769287,118.33333333333333
8500.0,119.49626387056726,119.75473390201694,116.66666666666667
8550.0,118.84594685745117,119.36757677587138,115.0
8600.0,117.99920789372739,118.80737824442976,113.33333333333333
8650.0,116.99825635729678,118.08593082277868,111.66666666666667
8700.0,115.87419393940748,117.21773092707116,110.0
8750.0,114.65060243544083,116.21937762693788,108.33333333333333
8800.0,113.34587706578677,115.10804878593044,106.66666666666667
8850.0,111.97466448643013,113.90018878548265,105.0
8900.0,110.54878673704877,112.61074378629161,103.33333333333333
8950.0,109.07787075093754,111.2528528676489,101.66666666666667
9000.0,107.5698006223621,109.83782285071648,100.0
9050.0,106.03105647157442,108.37525113187831,98.33333333333333
9100.0,104.46697641378435,106.87321159077962,96.66666666666667
9150.0,102.88196368983851,105.33845639493865,95.0
9200.0,101.2796530377603,103.77660991773318,93.33333333333333
9250.0,99.663045774081,102.19234424049007,91.66666666666667
9300.0,98.03462026571496,100.58953277539555,90.0
9350.0,96.39642270627424,98.9713820903606,88.33333333333333
9400.0,94.75014193649605,97.3405436407726,86.66666666666666
9450.0,93.09717123093522,95.69920772582739,85.0
9500.0,91.43865937913232,94.04918208962246,83.33333333333334
9550.0,89.77555294200293,92.39195744879568,81.66666666666666
9600.0,88.10863121718627,90.72876199085162,80.0
9650.0,86.43853517205895,89.06060662259087,78.33333333333334
9700.0,84.76579138169049,87.38832249118782,76.66666666666666
9750.0,83.09083182878973,85.7125920667524,75.0
9800.0,81.41401027491675,84.03397486987048,73.33333333333334
9850.0,79.73561579047352,82.35292875085065,71.66666666666666
9900.0,78.05588393034635,80.66982747714219,70.0
9950.0,76.37500595871624,78.9849752586603,68.33333333333334
10000.0,74.69313645742955,77.29861873442515,66.66666666666666
10050.0,73.010399594951,75.61095685500153,65.0
10100.0,71.32689428528113,73.92214902102724,63.333333333333336
10150.0,69.6426984266465,72.23232177629383,61.666666666666664
10200.0,67.95787237688147,70.54157430236256,60.0
10250.0,66.27246179507367,68.84998291885688,58.333333333333336
10300.0,64.58649995628825,67.15760475790512,56.666666666666664
10350.0,62.900009627224165,65.46448075150265,55.0
10400.0,61.21300457482457,63.770638045782555,53.33333333333333
10450.0,59.52549076660549,62.076091935473976,51.66666666666667
10500.0,57.83746731031029,60.38084739444586,50.0
10550.0,56.14892717103864,58.684900263568835,48.33333333333333
10600.0,54.459857695894875,56.98823814464209,46.66666666666667
10650.0,52.77024096913905,55.29084103836229,45.0
10700.0,51.08005401453245,53.59268175484235,43.33333333333333
10750.0,49.38926885577754,51.89372611663323,41.66666666666667
10800.0,47.69785244039801,50.19393296618466,40.0
10850.0,46.00576642679891,48.49325398181246,38.33333333333333
10900.0,44.31296682826124,46.79163329808142,36.66666666666667
10950.0,42.61940350085274,45.08900691754722,35.0
11000.0,40.9250194541427,43.38530189035896,33.33333333333333
11050.0,39.22974995346334,41.68043522541378,31.66666666666667
11100.0,37.533521369217205,39.97431248031298,30.0
11150.0,35.83624971085016,38.26682595546044,28.33333333333333
11200.0,34.13783875825803,36.55785238750254,26.66666666666667
11250.0,32.4381776679356,34.847249994668964,25.0
11300.0,30.73713787930262,33.134854664660956,23.33333333333333
11350.0,29.0345690688023,31.420474983490365,21.66666666666667
