Time [s],Mold Average Temperature [deg C],Mold Maximum Temperature [deg C],Cycle Temperature [deg C]
0.0,20.0,20.0,20.0
50.0,19.88367282690496,20.49304603226965,21.666666666666668
100.0,20.444762687471126,22.236458804549322,23.333333333333332
150.0,21.225583136047575,23.903699263408082,25.0
200.0,22.183908255505095,25.55975533221,26.666666666666668
250.0,23.28206378181544,27.21494805418975,28.333333333333336
300.0,24.489949376020736,28.870779178136544,30.0
350.0,25.784270322743367,30.52734285233529,31.666666666666664
400.0,27.1470280691964,32.1845409693696,33.333333333333336
450.0,28.56422805804268,33.84227317970638,35.0
500.0,30.02491092323388,35.50045907642195,36.66666666666667
550.0,31.520441443296107,37.159035567314405,38.33333333333333
600.0,33.04398227124637,38.81795237757181,40.0
650.0,34.59009857384807,40.477168666857125,41.66666666666667
700.0,36.154456788090535,42.13665070195959,43.33333333333333
750.0,37.73359243177154,43.79637024174985,45.0
800.0,39.324729543550056,45.45630338171368,46.66666666666667
850.0,40.925639324411385,47.116429700183666,48.33333333333333
900.0,42.53452890172785,48.77673160961254,50.0
950.0,44.149953450086905,50.43719385250652,51.66666666666667
1000.0,45.77074654685193,52.09780310296685,53.333333333333336
1050.0,47.395964837880854,53.75854764756764,55.0
1100.0,49.02484397882437,55.419417127202536,56.666666666666664
1150.0,50.656763489359044,57.08040232660908,58.333333333333336
1200.0,52.29121867113514,58.74149500166759,60.0
1250.0,53.9277981361209,60.4026877369281,61.666666666666664
1300.0,55.56616579942892,62.06397382750848,63.333333333333336
1350.0,57.206046430677176,63.72534718075964,65.0
1400.0,58.84721404604355,65.38680223404054,66.66666666666666
1450.0,60.48948257112181,67.04833388567796,68.33333333333334
1500.0,62.132698321369006,68.7099374367541,70.0
1550.0,63.776733939172054,70.37160854182032,71.66666666666666
1600.0,65.42148349962004,72.03334316698923,73.33333333333334
1650.0,67.0668585550385,73.69513755414857,75.0
1700.0,68.71278493441291,75.3569881902673,76.66666666666666
1750.0,70.35920015049548,77.01889178095382,78.33333333333334
1800.0,72.00605129661203,78.68084522757361,80.0
1850.0,73.6532933385037,80.34284560735865,81.66666666666666
1900.0,75.3008877251694,82.0048901560374,83.33333333333334
1950.0,76.9488012575751,83.66697625259796,85.0
2000.0,78.59700516602825,85.32910140586097,86.66666666666667
2050.0,80.24547435657979,86.99126324259365,88.33333333333333
2100.0,81.89418679448988,88.65345949694122,90.0
2150.0,83.54312299895791,90.3156880009881,91.66666666666667
2200.0,85.19226562827171,91.97794667629066,93.33333333333333
2250.0,86.84159913851937,93.64023352624939,95.0
2300.0,88.49110950221863,95.30254662920794,96.66666666666667
2350.0,90.14078397580789,96.96488413218432,98.33333333333333
2400.0,91.79061090703244,98.62724424515189,100.0
2450.0,93.44057957494704,100.28962523580259,101.66666666666667
2500.0,95.09068005661923,101.95202542473146,103.33333333333333
2550.0,96.7409031157225,103.61444318099245,105.0
2600.0,98.39124010909977,105.27687691798022,106.66666666666667
2650.0,100.04168290810384,106.93932508960016,108.33333333333333
2700.0,101.69222383210754,108.60178618669295,110.0
2750.0,103.34285559205306,110.26425873368393,111.66666666666667
2800.0,104.99357124229755,111.92674128543179,113.33333333333333
2850.0,106.64436413932735,113.58923242425304,115.0
2900.0,108.29522790616873,115.25173075710305,116.66666666666667
2950.0,109.94615640153265,116.91423491289353,118.33333333333333
3000.0,111.59714369290094,118.57674353993227,120.0
3050.0,113.14342875686259,119.59122682040247,120.0
3100.0,114.4009470267096,119.86848274863823,120.0
3150.0,115.40970861380717,119.94623681362967,120.0
3200.0,116.22547705480889,119.97064629029337,120.0
3250.0,116.89016473759438,119.98009737538985,120.0
3300.0,117.43455914871456,119.98491724502423,120.0
3350.0,117.88192596024714,119.98801396131621,120.0
3400.0,118.25035180861325,119.99028456023274,120.0
3450.0,118.55419051096703,119.9920549397559,120.0
3500.0,118.80499310617053,119.99347380962968,120.0
3550.0,119.01214107756869,119.99462601936803,120.0
3600.0,119.18330027765836,119.99556822259788,120.0
3650.0,119.32475988984905,119.99634181258921,120.0
3700.0,119.441693402589,119.99697854657843,120.0
3750.0,119.53836403915273,119.99750346945902,120.0
3800.0,119.61828901938513,119.99793666284255,120.0
3850.0,119.68437234186378,119.99829439873969,120.0
3900.0,119.73901292325012,119.9985899529085,120.0
3950.0,119.7841931147575,119.99883420569812,120.0
4000.0,119.82155140325807,119.9990361010785,120.0
4050.0,119.85244225865202,119.99920300592879,120.0
4100.0,119.87798547468094,119.99934099615484,120.0
4150.0,119.8991068885636,119.99945508731203,120.0
4200.0,119.91657200818818,119.99954942205734,120.0
4250.0,119.93101379444413,119.99962742337956,120.0
4300.0,119.94295562129768,119.99969192033821,120.0
4350.0,119.95283025427736,119.99974525150947,120.0
4400.0,119.96099553982694,119.99978935023636,120.0
4450.0,119.96774737664975,119.99982581496555,120.0
4500.0,119.97333044050482,119.99985596732209,120.0
4550.0,119.97794705186597,119.99988090008482,120.0
4600.0,119.98176450820854,119.99990151683112,120.0
4650.0,119.98492114685963,119.99991856470527,120.0
4700.0,119.98753135824118,119.9999326615068,120.0
4750.0,119.98968973124465,119.99994431808568,120.0
4800.0,119.99147448099353,119.99995395685832,120.0
4850.0,119.9929502832296,119.99996192711748,120.0
4900.0,119.99417061804623,119.99996851769079,120.0
4950.0,119.9951797079067,119.99997396740814,120.0
5000.0,119.99601412018124,119.99997847375674,120.0
5050.0,119.9967040922767,119.99998220003773,120.0
5100.0,119.99727462737997,119.99998528128411,120.0
5150.0,119.99774640052345,119.99998782915407,120.0
5200.0,119.99813650780663,119.99998993597734,120.0
5250.0,119.99845908592395,119.9999916781008,120.0
5300.0,119.99872582445023,119.99999311865557,120.0
5350.0,119.99894638944708,119.99999430984445,120.0
5400.0,119.9991287737412,119.99999529483364,120.0
5450.0,119.99927958656838,119.99999610931717,120.0
5500.0,119.99940429307864,119.99999678281036,120.0
5550.0,119.99950741238212,119.999997339719,120.0
5600.0,119.99959268131258,119.99999780022458,120.0
5650.0,119.9996631898426,119.99999818101472,120.0
5700.0,119.99972149305782,119.99999849588839,120.0
5750.0,119.9997697037481,119.9999987562562,120.0
5800.0,119.99980956897085,119.99999897155355,120.0
5850.0,119.99984253336054,119.99999914958164,120.0
5900.0,119.9998697914796,119.99999929679274,120.0
5950.0,119.99989233110682,119.9999994185206,120.0
6000.0,119.9999109690324,119.9999995191769,120.0
6050.0,119.99992638065686,119.99999960240923,120.0
6100.0,119.9999391244662,119.9999996712344,120.0
6150.0,119.99994966227004,119.99999972814508,120.0
6200.0,119.9999583759369,119.99999977520413,120.0
6250.0,119.9999655812324,119.9999998141171,120.0
6300.0,119.99997153926178,119.99999984629419,120.0
6350.0,119.99997646593191,119.99999987290118,120.0
6400.0,119.99998053977528,119.99999989490236,120.0
6450.0,119.99998390841971,119.99999991309495,120.0
6500.0,119.99998669393798,119.99999992813835,120.0
