Time [s],Autoclave Body Heat Transfer [kWh],Heat Lost To The Environment[kWh],Mould Assembly Heat Transfer [kWh],Simulated Energy Log [kWh],Experimental Energy Log [kWh]
0.0,0.0,0.0,0.0,0.0,-0.008611111
100.0,0.0,4.786521286975154e-16,0.0,4.786521286975154e-16,0.042638889
200.0,0.1643929049235259,6.873690725846478e-07,0.0028497276109685633,0.16724331990356706,0.31
300.0,0.3980745650099336,2.3565591502696374e-05,0.006862898402948887,0.40496102900438524,0.838194444
400.0,0.6776875404147353,0.00016132377153806415,0.01162788945879305,0.6894767536450666,1.391388889
500.0,0.9948568047827999,0.0005934032981187567,0.016996897097177586,1.012447105178096,1.946527778
600.0,1.3448944901209428,0.0015631199018064869,0.022889075705710586,1.3693466857284595,2.500277778
700.0,1.7242663673744232,0.0033474022162698807,0.029245656978935625,1.756859426569628,3.053333333
800.0,2.129961283180535,0.006233221232958622,0.03601809750701409,2.172212601920507,3.603888889
900.0,2.5593128728652372,0.010502474334135896,0.04316433139118185,2.612979678590554,4.152222222
1000.0,3.0099347631995297,0.01642337571171023,0.050647242921112896,3.077005381832352,4.699027778
1100.0,3.4796858332666587,0.0242461333188481,0.05843383666305617,3.5623658032485626,5.245
1200.0,3.966644392261498,0.03420125098722583,0.06649467188183036,4.067340315130553,5.78875
1300.0,4.469085904466245,0.046499363789483134,0.0748034232847917,4.590388691540518,6.327777778
1400.0,4.9854629277712155,0.06133192781826887,0.0833365172223671,5.130131372811851,6.868611111
1500.0,5.51438692527298,0.07887235416575036,0.0920728209088629,5.685332100347592,7.416666667
1600.0,6.054611818020212,0.09927734378148355,0.10099337268256524,6.25488253448426,7.992222222
1700.0,6.605019168472156,0.12268828148406082,0.11008114576435662,6.837788595720572,8.595972222
1800.0,7.164604873246605,0.14923260865994542,0.11932084018063002,7.43315832208718,9.321944444
1900.0,7.73246723569509,0.17902513091689187,0.12869869878577744,8.040191065397758,10.01347222
2000.0,8.307796288462475,0.21216923886899242,0.13820234414015517,8.658167871471623,10.83319444
2100.0,8.865028737064291,0.24875803317647383,0.14738765362430098,9.261174423865066,11.36555556
2200.0,9.271269732087244,0.2888735310880301,0.15396382426508148,9.714107087440354,11.81986111
2300.0,9.620989824900356,0.33255920873799133,0.15959992746263324,10.113148961100977,12.09263889
2400.0,9.93204846511968,0.37977223621294476,0.16461216332259512,10.476432864655214,12.27555556
2500.0,10.211231736187564,0.43037890975525234,0.16912081122509987,10.810731457167911,12.41625
