Time [s],Mold Average Temperature [deg C],Mold Maximum Temperature [deg C],Cycle Temperature [deg C]
6600.0,61.83417650095109,65.68777833750815,50.0
6650.0,59.28550237924088,63.12265349834635,47.5
6700.0,56.73535392470167,60.55560507471062,45.0
6750.0,54.18358674807993,57.98644806066369,42.5
6800.0,51.630035249386566,55.41497040223844,40.0
6850.0,49.07450849456146,52.84092791499617,37.5
6900.0,46.516784873134924,50.26403770513416,35.0
6950.0,43.956605099747996,47.68396957156944,32.5
7000.0,41.39366291419906,45.100334621176295,30.0
7050.0,38.82759250427329,42.512669943097556,27.5
7100.0,36.25795113356702,39.92041755962592,25.0
7150.0,33.68419453288787,37.322894810232775,22.5
