Time [s],Autoclave Body Heat Transfer [kWh],Heat Lost To The Environment[kWh],Mould Assembly Heat Transfer [kWh],Simulated Energy Log [kWh],Experimental Energy Log [kWh]
0.0,0.0,0.0,0.0,0.0,-0.008611111
100.0,0.0,4.786521286975154e-16,0.0,4.786521286975154e-16,0.042638889
200.0,0.16029300934983085,7.185779662383645e-07,0.0027985539050637246,0.1630922818328608,0.31
300.0,0.3890516284982692,2.3879222158709624e-05,0.006757478736964138,0.3958329864573919,0.838194444
400.0,0.6623863259986251,0.00016040617097687904,0.01145127630923531,0.6739980084788371,1.391388889
500.0,0.9719517003621723,0.0005822925188209472,0.01673139819133011,0.989265391072323,1.946527778
600.0,1.3131488499982815,0.0015188488642258694,0.02251812970512802,1.3371858285676352,2.500277778
700.0,1.6825280920486618,0.0032278624105487224,0.028753996403365324,1.7145099508625756,3.053333333
800.0,2.0771587092756745,0.005974000616301884,0.03539174507189367,2.1185244549638695,3.603888889
900.0,2.494453613968363,0.010015381086392721,0.04239059518107166,2.5468595902358264,4.152222222
1000.0,2.9321049895087485,0.015596170977885526,0.049714704010562855,2.997415864497196,4.699027778
1100.0,3.388048865311804,0.022943054015652452,0.05733232165752884,3.4683242409849844,5.245
1200.0,3.860438447970222,0.03226401423989076,0.06521521121028119,3.957917673420393,5.78875
1300.0,4.347621170920236,0.04374844303039863,0.0733381990221651,4.464707812972798,6.327777778
1400.0,4.848118181582437,0.0575679636116677,0.08167880424990936,4.987364949444013,6.868611111
1500.0,5.360605891151044,0.07387761297349074,0.09021692441431778,5.524700428538853,7.416666667
1600.0,5.883899406308538,0.0928171709913006,0.09893456416465221,6.07565114146449,7.992222222
1700.0,6.4169376905820945,0.11451251638119951,0.10781559904432987,6.639265806007622,8.595972222
1800.0,6.958770302622508,0.1390769426016158,0.11684556844593352,7.214692813670056,9.321944444
1900.0,7.508545559729794,0.16661239851092588,0.126011493356405,7.801169451597124,10.01347222
2000.0,8.065499981322228,0.1972106372876664,0.1353017154157814,8.398012334025674,10.83319444
2100.0,8.604954717710443,0.23095426803672858,0.14428480883411898,8.980193794581288,11.36555556
2200.0,8.996514635835071,0.2679158267988929,0.15069540824167127,9.415125870875631,11.81986111
2300.0,9.332429378442892,0.3081303425699931,0.15617467887425487,9.796734399887137,12.09263889
2400.0,9.630917032493363,0.3515505032346912,0.16104846778468704,10.143516003512739,12.27555556
2500.0,9.898739807455668,0.39804536341782865,0.16543753579985088,10.462222706673344,12.41625
