Time [s],Temperature of Mould [C],Heat Transfered to Mould [kWh],Heat Transfered to Gas [kWh],Heat Transfered to Autoclave [kWh],Heat Lost To The Environment [kWh],Total Energy Consumed [kWh]
1029.0,72.0,0.17847331666666646,0.479948733333333,8.130641711111101,1.7670132666666671,11.728974475308648
1034.0,73.0,0.18190549583333313,0.48917851666666634,8.287000205555545,1.7840105629629635,11.93566086779836
1039.0,73.0,0.18190549583333313,0.48917851666666634,8.287000205555545,1.8010078592592598,11.954546752572023
1044.0,73.0,0.18190549583333313,0.48917851666666634,8.287000205555545,1.8180051555555559,11.973432637345685
1049.0,73.0,0.18190549583333313,0.48917851666666634,8.287000205555545,1.8350024518518522,11.992318522119346
1054.0,74.0,0.18533767499999979,0.49840829999999964,8.44335869999999,1.8523204518518521,12.199361252057619
1059.0,74.0,0.18533767499999979,0.49840829999999964,8.44335869999999,1.869638451851852,12.21860347427984
1064.0,74.0,0.18533767499999979,0.49840829999999964,8.44335869999999,1.886956451851852,12.237845696502061
1069.0,74.0,0.18533767499999979,0.49840829999999964,8.44335869999999,1.904274451851852,12.257087918724283
1074.0,75.0,0.18876985416666645,0.5076380833333329,8.599717194444434,1.9219131555555558,12.464486986111115
1079.0,75.0,0.18876985416666645,0.5076380833333329,8.599717194444434,1.9395518592592593,12.484085545781898
1084.0,75.0,0.18876985416666645,0.5076380833333329,8.599717194444434,1.957190562962963,12.503684105452683
1089.0,75.0,0.18876985416666645,0.5076380833333329,8.599717194444434,1.9748292666666665,12.523282665123464
1094.0,76.0,0.1922020333333331,0.5168678666666663,8.756075688888878,1.992788674074074,12.731038069958856
1099.0,76.0,0.1922020333333331,0.5168678666666663,8.756075688888878,2.010748081481481,12.750992967078197
1104.0,76.0,0.1922020333333331,0.5168678666666663,8.756075688888878,2.0287074888888883,12.77094786419754
1109.0,76.0,0.1922020333333331,0.5168678666666663,8.756075688888878,2.0466668962962955,12.79090276131688
1114.0,77.0,0.19563421249999974,0.5260976499999996,8.912434183333321,2.0649470074074068,12.999014503600831
1119.0,77.0,0.19563421249999974,0.5260976499999996,8.912434183333321,2.083227118518518,13.019325738168734
1124.0,77.0,0.19563421249999974,0.5260976499999996,8.912434183333321,2.1015072296296293,13.039636972736634
1129.0,77.0,0.19563421249999974,0.5260976499999996,8.912434183333321,2.1197873407407406,13.059948207304533
1134.0,78.0,0.1990663916666664,0.535327433333333,9.068792677777765,2.1383881555555555,13.268416287037045
1139.0,78.0,0.1990663916666664,0.535327433333333,9.068792677777765,2.1569889703703704,13.289083859053505
1144.0,78.0,0.1990663916666664,0.535327433333333,9.068792677777765,2.1755897851851853,13.309751431069964
1149.0,78.0,0.1990663916666664,0.535327433333333,9.068792677777765,2.1941906,13.330419003086423
1154.0,79.0,0.20249857083333306,0.5445572166666662,9.22515117222221,2.2131121185185187,13.539243420267496
1159.0,79.0,0.20249857083333306,0.5445572166666662,9.22515117222221,2.2320336370370373,13.560267329732516
1164.0,79.0,0.20249857083333306,0.5445572166666662,9.22515117222221,2.250955155555556,13.581291239197538
1169.0,79.0,0.20249857083333306,0.5445572166666662,9.22515117222221,2.2698766740740743,13.602315148662559
1174.0,80.0,0.20593074999999972,0.5537869999999996,9.381509666666654,2.2891188962962965,13.81149590329219
1179.0,80.0,0.20593074999999972,0.5537869999999996,9.381509666666654,2.3083611185185187,13.83287615020577
1184.0,80.0,0.20593074999999972,0.5537869999999996,9.381509666666654,2.327603340740741,13.85425639711935
1189.0,80.0,0.20593074999999972,0.5537869999999996,9.381509666666654,2.346845562962963,13.87563664403293
1194.0,81.0,0.20936292916666638,0.5630167833333329,9.537868161111097,2.366408488888889,14.08517373611112
1199.0,81.0,0.20936292916666638,0.5630167833333329,9.537868161111097,2.385971414814815,14.10691032047326
1204.0,81.0,0.20936292916666638,0.5630167833333329,9.537868161111097,2.405534340740741,14.1286469048354
1209.0,81.0,0.20936292916666638,0.5630167833333329,9.537868161111097,2.4250972666666666,14.150383489197537
1214.0,82.0,0.21279510833333304,0.5722465666666663,9.694226655555541,2.4449808962962964,14.360276918724288
1219.0,82.0,0.21279510833333304,0.5722465666666663,9.694226655555541,2.464864525925926,14.38236984053499
1224.0,82.0,0.21279510833333304,0.5722465666666663,9.694226655555541,2.4847481555555553,14.404462762345691
1229.0,82.0,0.21279510833333304,0.5722465666666663,9.694226655555541,2.504631785185185,14.42655568415639
1234.0,83.0,0.2162272874999997,0.5814763499999995,9.850585149999985,2.524836118518518,14.636805451131702
1239.0,83.0,0.2162272874999997,0.5814763499999995,9.850585149999985,2.5450404518518512,14.659254710390961
1244.0,83.0,0.2162272874999997,0.5814763499999995,9.850585149999985,2.5652447851851847,14.68170396965022
1249.0,83.0,0.2162272874999997,0.5814763499999995,9.850585149999985,2.5854491185185178,14.704153228909481
1254.0,84.0,0.21965946666666636,0.590706133333333,10.00694364444443,2.605974155555555,14.91475933333335
1259.0,84.0,0.21965946666666636,0.590706133333333,10.00694364444443,2.6264991925925916,14.937564930041168
1264.0,84.0,0.21965946666666636,0.590706133333333,10.00694364444443,2.6470242296296287,14.960370526748987
1269.0,84.0,0.21965946666666636,0.590706133333333,10.00694364444443,2.6675492666666654,14.983176123456806
1274.0,85.0,0.22309164583333302,0.5999359166666663,10.163302138888874,2.688395007407406,15.194138565329235
1279.0,85.0,0.22309164583333302,0.5999359166666663,10.163302138888874,2.7092407481481464,15.217300499485612
1284.0,85.0,0.22309164583333302,0.5999359166666663,10.163302138888874,2.730086488888887,15.240462433641989
1289.0,85.0,0.22309164583333302,0.5999359166666663,10.163302138888874,2.750932229629628,15.263624367798368
1294.0,86.0,0.22652382499999968,0.6091656999999997,10.319660633333317,2.772098674074072,15.474943147119358
1299.0,86.0,0.22652382499999968,0.6091656999999997,10.319660633333317,2.793265118518516,15.498461418724297
1304.0,86.0,0.22652382499999968,0.6091656999999997,10.319660633333317,2.8144315629629606,15.521979690329236
1309.0,86.0,0.22652382499999968,0.6091656999999997,10.319660633333317,2.8355980074074045,15.545497961934176
1314.0,87.0,0.22995600416666634,0.6183954833333332,10.47601912777776,2.8570851555555525,15.757173078703723
1319.0,87.0,0.22995600416666634,0.6183954833333332,10.47601912777776,2.8785723037037005,15.781047687757223
1324.0,87.0,0.22995600416666634,0.6183954833333332,10.47601912777776,2.9000594518518485,15.80492229681072
1329.0,87.0,0.22995600416666634,0.6183954833333332,10.47601912777776,2.921546599999996,15.828796905864218
