0,0
30,0.00764
60,0.01398
90,0.01667
120,0.01918
150,0.02155
180,0.02434
210,0.02721
240,0.0301
270,0.03304
300,0.03574
330,0.03867
360,0.04149
390,0.04436
420,0.04733
450,0.05008
480,0.05299
510,0.05605
540,0.0586
570,0.06152
600,0.06466
630,0.06769
660,0.0704
690,0.07302
720,0.07575
750,0.07889
780,0.08326
810,0.08748
840,0.09147
870,0.09571
900,0.1
930,0.10429
960,0.10828
990,0.12416
1020,0.13985
1050,0.17099
1080,0.20276
1110,0.2297
1140,0.25818
1170,0.28924
1200,0.31775
1230,0.34846
1260,0.37693
1290,0.40793
1320,0.43645
1350,0.46746
1380,0.4957
1410,0.52671
1440,0.55531
1470,0.58381
1500,0.61358
1530,0.64179
1560,0.67284
1590,0.72533
1620,0.78125
1650,0.83131
1680,0.88595
1710,0.9375
1740,0.99098
1770,1.04205
1800,1.09199
1830,1.20077
1860,1.30683
1890,1.43336
1920,1.55856
1950,1.72285
1980,1.91615
2010,2.18805
2040,2.51378
2070,2.86955
2100,3.21401
2130,3.60396
2160,3.96638
2190,4.33891
2220,4.7601
2250,5.13278
2280,5.56215
2310,5.95364
2340,6.53583
2370,7.23434
2400,8.25188
2430,9.41181
2460,10.91233
2490,12.46827
2520,14.37199
2550,16.34322
2580,18.61673
2610,21.05917
2640,23.89341
2670,27.14639
2700,30.41131
2730,33.99296
2760,37.57854
2790,41.23493
2820,44.74218
2850,48.67275
2880,52.32727
2910,56.41192
2940,60.27143
2970,64.31869
3000,68.56748
3030,72.67583
3060,77.0418
3090,81.2856
3120,85.80081
3150,90.18333
3180,95.32596
3210,100.00422
3240,105.37184
3270,110.33154
3300,115.73561
3330,120.69363
3360,125.90223
3390,131.38754
3420,136.81963
3450,142.36142
3480,147.86082
3510,153.66054
3540,159.23762
3570,165.29294
3600,170.98927
3630,177.13599
3660,182.94568
3690,188.78211
3720,194.35748
3750,200.15679
3780,206.19215
3810,211.97006
3840,218.08825
3870,223.82271
3900,230.17046
3930,235.97015
3960,242.0632
3990,247.98049
4020,254.30442
4050,260.19533
4080,266.26947
4110,272.57161
4140,278.67859
4170,284.96382
4200,290.68747
4230,296.86649
4260,302.61871
4290,308.95741
4320,314.86218
4350,321.21319
4380,327.21395
4410,333.31254
4440,339.74742
4470,345.88841
4500,352.12469
4530,358.04829
4560,364.22992
4590,370.29574
4620,376.91785
4650,382.74689
4680,389.54881
4710,395.77532
4740,402.13414
4770,407.99254
4800,414.15793
4830,420.40673
4860,426.63895
4890,432.89121
4920,438.76894
4950,445.40528
4980,451.53832
5010,457.97584
5040,464.21519
5070,470.77399
5100,476.63664
5130,482.92102
5160,489.30185
5190,495.16199
5220,501.79323
5250,508.1523
5280,514.6106
5310,520.7534
5340,527.32944
5370,533.37206
5400,539.8601
5430,545.96012
5460,552.431
5490,558.46575
5520,564.34244
5550,570.87754
5580,576.93337
5610,583.61772
5640,589.74422
5670,596.53666
5700,602.63291
5730,609.4829
5760,615.71066
5790,622.38914
5820,628.66743
5850,635.2269
5880,641.47812
5910,647.63539
5940,654.33028
5970,660.76409
6000,667.448
6030,673.60387
6060,680.31231
6090,686.41668
6120,693.29108
6150,699.64399
6180,706.74022
6210,713.13223
6240,719.45244
6270,725.92089
6300,732.19841
6330,739.17463
6360,745.72758
6390,752.67674
6420,758.91594
6450,765.78427
6480,772.24166
6510,779.19711
6540,785.60629
6570,792.71378
6600,799.11225
6630,805.30005
6660,812.19643
6690,818.64553
6720,825.65893
6750,832.14285
6780,839.24795
6810,845.52585
6840,852.55716
6870,859.04866
6900,866.10206
6930,872.61777
6960,879.25772
6990,886.12357
7020,892.76268
7050,899.84063
7080,906.3264
7110,913.46787
7140,919.84444
7170,926.84259
7200,933.53129
7230,940.42061
7260,946.91057
7290,954.00503
7320,960.54326
7350,967.07051
7380,974.21024
7410,980.85976
7440,988.02376
7470,994.56208
7500,1001.5461
7530,1008.18567
7560,1015.34642
7590,1021.86813
7620,1028.8523
7650,1035.51623
7680,1042.43038
7710,1049.27351
7740,1055.93386
7770,1062.915
7800,1069.43566
7830,1076.5769
7860,1083.20315
7890,1090.20471
7920,1096.8612
7950,1103.99849
7980,1110.47434
8010,1117.29743
8040,1124.07055
8070,1130.68099
8100,1137.81311
8130,1144.32068
8160,1151.30815
8190,1157.9192
8220,1165.04467
8250,1171.67174
8280,1178.76168
8310,1185.2411
8340,1192.32494
8370,1198.80413
8400,1205.60823
8430,1212.34227
8460,1218.9942
8490,1226.07627
8520,1232.59137
8550,1239.6877
8580,1246.12377
8610,1253.22616
8640,1259.81368
8670,1266.92928
8700,1273.51865
8730,1280.17792
8760,1287.10242
8790,1293.75969
8820,1300.61691
8850,1307.07736
8880,1314.14266
8910,1320.63218
8940,1327.68855
8970,1334.2553
9000,1341.22765
9030,1347.80692
9060,1354.63196
9090,1361.48304
9120,1368.12228
9150,1374.99849
