3790,385,2
3800,385,2
3810,385,2
3820,385,2
3830,385,2
3840,385,2
3850,385,2
3860,385,2
3870,385,2
3880,385,2
3890,385,2
3900,385,2
3910,385,2
3920,385,2
3930,385,2
3940,385,2
3950,385,2
3960,385,2
3970,385,2
3980,385,2
3990,385,2
4000,385,2
4010,385,2
4020,385,2
4030,385,2
4040,385,2
4050,385,2
4060,385,2
4070,385,2
4080,385,2
4090,385,2
4100,385,2
4110,385,2
4120,385,2
4130,385,2
4140,385,2.2
4150,385,2.3
4160,385,2.4
4170,385,2.5
4180,385,2.7
4190,385,2.8
4200,385,2.9
4210,385,3
4220,385,3.2
4230,385,3.3
4240,385,3.4
4250,385,3.5
4260,385,3.7
4270,385,3.8
4280,385,3.9
4290,385,4
4300,385,4.2
4310,385,4.3
4320,385,4.4
4330,385,4.5
4340,385,4.7
4350,385,4.8
4360,385,4.9
4370,385,5
4380,385,5.2
4390,385,5.3
4400,385,5.4
4410,385,5.5
4420,385,5.7
4430,385,5.8
4440,385,5.9
4450,385,6
4460,385,6.2
4470,385,6.3
4480,385,6.4
4490,385,6.5
4500,385,6.7
4510,385,6.8
4520,385,6.9
4530,385,7
4540,385,7
4550,385,7
4560,385,7
4570,385,7
4580,385,7
4590,385,7
4600,385,7
4610,385,7
4620,385,7
4630,385,7
4640,385,7
4650,385,7
4660,385,7
4670,385,7
4680,385,7
4690,385,7
4700,385,7
4710,385,7
4720,384.8,7
4730,384.3,7
4740,383.8,7
4750,383.3,7
4760,382.8,7
4770,382.3,7
4780,381.8,7
4790,381.3,7
4800,380.8,7
4810,380.3,7
4820,379.8,7
4830,379.3,7
4840,378.8,7
4850,378.3,7
4860,377.8,7
4870,377.3,7
4880,376.8,7
4890,376.3,7
4900,375.8,7
4910,375.3,7
4920,374.8,7
4930,374.3,7
4940,373.8,7
4950,373.3,7
4960,372.8,7
4970,372.3,7
4980,371.8,7
4990,371.3,7
5000,370.8,7
5010,370.3,7
5020,369.8,7
5030,369.3,7
5040,368.8,7
5050,368.3,7
5060,367.8,7
5070,367.3,7
5080,366.8,7
5090,366.3,7
5100,365.8,7
5110,365.3,7
5120,365,7
5130,364.7,7
5140,364,7
5150,363.3,7
5160,362.5,7
5170,361.8,7
5180,361,7
5190,360.3,7
5200,359.5,7
5210,358.8,7
5220,358.1,7
5230,357.3,7
5240,356.6,7
5250,355.9,7
5260,355.1,7
5270,354.4,7
5280,353.6,7
5290,352.9,7
5300,352.2,7
5310,351.4,7
5320,350.7,7
5330,349.9,7
5340,349.2,7
5350,348.5,7
5360,347.7,7
5370,347,7
5380,346.3,7
5390,345.5,7
5400,344.8,7
5410,344.1,7
5420,343.3,7
5430,342.6,7
5440,341.8,7
5450,341.1,7
5460,340.3,7
5470,339.6,7
5480,338.9,7
5490,338.1,7
5500,337.4,7
5510,336.6,7
5520,335.9,7
5530,335.2,7
5540,334.4,7
5550,333.7,7
5560,333,7
5570,332.2,7
5580,331.5,7
5590,330.7,7
5600,330,7
5610,329.3,7
5620,328.5,7
5630,327.8,7
5640,327,7
5650,326.3,7
5660,325.6,7
5670,324.8,7
5680,324.1,7
5690,323.4,7
5700,322.6,7
5710,321.9,7
5720,321.1,7
5730,320.4,7
5740,319.7,7
5750,318.9,7
5760,318.2,7
5770,317.4,7
5780,316.7,7
5790,316,7
5800,315.2,7
5810,314.5,7
5820,313.8,7
5830,313,7
5840,312.3,7
5850,311.5,7
5860,310.8,7
5870,310.1,7
5880,309.3,7
5890,308.6,7
5900,307.8,7
5910,307.1,7
5920,306.4,7
5930,305.6,7
5940,304.9,7
5950,304.1,7
5960,303.4,7
5970,302.7,7
5980,301.9,7
5990,301.2,7
6000,300.5,7
6010,299.7,7
6020,299,7
6030,298.2,7
6040,297.5,7
6050,296.8,7
6060,296,7
6070,295.3,7
6080,294.5,7
6090,293.8,7
6100,293.1,7
6110,292.3,7
6120,291.6,7
6130,290.9,7
6140,290.1,7
6150,289.4,7
6160,288.6,7
6170,287.9,7
6180,287.1,7
6190,286.4,7
6200,285.7,7
6210,284.9,7
6220,284.2,7
6230,283.5,7
6240,282.7,7
6250,282,7
6260,281.2,7
6270,280.5,7
6280,279.8,7
6290,279,7
6300,278.3,7
6310,277.6,7
6320,276.8,7
6330,276.1,7
6340,275.3,7
6350,274.6,7
6360,273.9,7
6370,273.1,7
6380,272.4,7
6390,271.6,7
6400,270.9,7
6410,270.2,7
6420,269.4,7
6430,268.7,7
6440,268,7
6450,267.2,7
6460,266.5,7
6470,265.7,7
6480,265,7
6490,264.3,7
6500,263.5,7
6510,262.8,7
6520,262,7
6530,261.3,7
6540,260.6,7
6550,259.8,7
6560,259.1,7
6570,258.3,7
6580,257.6,7
6590,256.8,7
6600,256.1,7
6610,255.4,7
6620,254.7,7
6630,253.9,7
6640,253.2,7
6650,252.4,7
6660,251.7,7
6670,251,7
6680,250.2,7
6690,249.5,7
6700,248.7,7
6710,248,7
6720,247.3,7
6730,246.5,7
6740,245.8,7
6750,245.1,7
6760,244.3,7
6770,243.6,7
6780,242.8,7
6790,242.1,7
6800,241.4,7
6810,240.6,7
6820,239.9,7
6830,239.1,7
6840,238.4,7
6850,237.7,7
6860,236.9,7
6870,236.2,7
6880,235.5,7
6890,234.7,7
6900,234,7
6910,233.2,7
6920,232.5,7
6930,231.8,7
6940,231,7
6950,230.3,7
6960,229.5,7
6970,228.8,7
6980,228,7
6990,227.3,7
7000,226.6,7
7010,225.9,7
7020,225.1,7
7030,224.4,7
7040,223.6,7
7050,222.9,7
7060,222.2,7
7070,221.4,7
7080,220.7,7
7090,219.9,7
7100,219.2,7
7110,218.5,7
7120,217.7,7
7130,217,7
7140,216.3,7
7150,215.5,7
7160,214.8,7
7170,214,7
7180,213.3,7
7190,212.5,7
7200,211.8,7
7210,211.1,7
7220,210.3,7
7230,209.6,7
7240,208.8,7
7250,208.1,7
7260,207.4,7
7270,206.7,7
7280,205.9,7
7290,205.2,7
7300,204.4,7
7310,203.7,7
7320,202.9,7
7330,202.2,7
7340,201.5,7
7350,200.8,7
7360,200,7
7370,199.2,7
7380,198.5,7
7390,197.8,7
7400,197,7
7410,196.3,7
7420,195.6,7
7430,194.8,7
7440,194.1,7
7450,193.3,7
7460,192.6,7
7470,191.9,7
7480,191.1,7
7490,190.4,7
7500,189.6,7
7510,188.9,7
7520,188.2,7
7530,187.4,7
7540,186.7,7
7550,186,7
7560,185.2,7
7570,184.5,7
7580,183.7,7
7590,183,7
7600,182.3,7
7610,181.5,7
7620,180.8,7
7630,180,7
7640,179.3,7
7650,178.6,7
7660,177.9,7
7670,177.1,7
7680,176.4,7
7690,175.6,7
7700,174.9,7
7710,174.1,7
7720,173.4,7
7730,172.7,7
7740,171.9,7
7750,171.2,7
7760,170.4,7
7770,169.7,7
7780,169,7
7790,168.2,7
7800,167.5,7
7810,166.8,7
7820,166,7
7830,165.3,7
7840,164.5,7
7850,163.8,7
7860,163.1,7
7870,162.3,7
7880,161.6,7
7890,160.8,7
7900,160.1,7
7910,159.4,7
7920,158.6,7
7930,157.9,7
7940,157.2,7
7950,156.4,7
7960,155.7,7
7970,154.9,7
7980,154.2,7
7990,153.5,7
8000,152.7,7
8010,152,7
8020,151.3,7
8030,150.5,7
8040,149.8,7
8050,149,7
8060,148.3,7
8070,147.6,7
8080,146.8,7
8090,146.1,7
8100,145.3,7
8110,144.6,7
8120,143.9,7
8130,143.1,7
8140,142.4,7
8150,141.7,7
8160,140.9,7
8170,140.2,7
8180,139.4,7
8190,138.7,7
8200,138,7
8210,137.2,7
8220,136.5,7
8230,135.7,7
8240,135,7
8250,134.3,7
8260,133.5,7
8270,132.8,7
8280,132,7
8290,131.3,7
8300,130.6,7
8310,129.8,7
8320,129.1,7
8330,128.4,7
8340,127.6,7
8350,126.9,7
8360,126.1,7
8370,125.4,7
8380,124.7,7
8390,123.9,7
8400,123.2,7
8410,122.5,7
8420,121.7,7
8430,121,7
8440,120.2,7
8450,119.5,7
8460,118.7,7
8470,118,7
8480,117.3,7
8490,116.5,7
8500,115.8,7
8510,115.1,7
8520,114.3,7
8530,113.6,7
8540,112.9,7
8550,112.1,7
8560,111.4,7
8570,110.6,7
8580,109.9,7
8590,109.2,7
8600,108.4,7
8610,107.7,7
8620,106.9,7
8630,106.2,7
8640,105.5,7
8650,104.7,7
8660,104,7
8670,103.3,7
8680,102.5,7
8690,101.7,7
8700,101,7
8710,100.3,7
8720,99.5,7
8730,98.8,7
8740,98.1,7
8750,97.3,7
8760,96.6,7
8770,95.9,7
8780,95.1,7
8790,94.4,7
8800,93.6,7
8810,92.9,7
8820,92.1,7
8830,91.4,7
8840,90.7,7
8850,89.9,7
8860,89.2,7
8870,88.5,7
8880,87.7,7
8890,87,7
8900,86.3,7
8910,85.5,7
8920,84.8,7
8930,84,7
8940,83.3,7
8950,82.5,7
8960,81.8,7
8970,81.1,7
8980,80.3,7
8990,79.6,7
9000,78.9,7
9010,78.1,7
9020,77.4,7
9030,76.7,7
9040,75.9,7
9050,75.2,7
9060,74.4,7
9070,73.7,7
