Time,Temp Setpoint,Temp Feedback,Pressure Setpoint,Pressure Feedback,TC00,TC01,TC02,TC03,TC04,TC05,TC06,TC07,N1,N2,N3,Vacuum SP,,,,,,,,,,,,,,,,,
seconds,C,C,Bar,Bar,C,C,C,C,C,C,C,C,mBar,mBar,mBar,mBar,,,,,,,,,,,,,,,,,
2139,463,120,0,120,661,7,0,7,1,120,973,120,848,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6648,352,2780,220,76,923,0,0
2144,463,120,0,120,796,7,0,6,992,121,97,120,973,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6648,352,2780,220,76,923,0,0
2149,463,120,0,120,838,7,0,6,992,121,191,121,4,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6648,352,2780,220,76,923,0,0
2154,463,120,0,120,765,7,0,6,983,121,97,120,911,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6648,352,2780,220,76,923,0,0
2159,463,120,0,120,599,7,0,6,983,120,942,120,786,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6648,352,2787,546,76,923,0,0
2164,463,120,0,120,713,7,0,6,992,121,66,120,848,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6648,352,2780,220,76,923,0,0
2169,463,120,0,120,807,7,0,6,983,121,128,120,973,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6648,352,2780,220,76,923,0,0
2174,463,120,0,120,724,7,0,7,10,121,66,120,879,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6648,352,2787,546,76,923,0,0
2179,463,120,0,120,599,7,0,6,992,120,911,120,786,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6648,352,2780,220,69,597,0,0
2184,463,120,0,120,693,7,0,6,992,121,4,120,848,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6648,352,2787,546,76,923,0,0
2189,463,120,0,120,703,7,0,6,983,121,35,120,879,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6648,352,2780,220,76,923,0,0
2194,463,120,0,120,589,7,0,6,983,120,911,120,755,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6648,352,2787,546,69,597,0,0
2199,463,120,0,120,423,7,0,6,992,120,755,120,568,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6648,352,2780,220,69,597,0,0
2204,463,120,0,120,547,7,0,6,992,120,879,120,724,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6655,678,2780,220,69,597,0,0
2209,463,120,0,120,641,7,0,7,10,120,973,120,817,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6655,678,2787,546,76,923,0,0
2214,463,120,0,120,547,7,0,7,10,120,911,120,693,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6655,678,2787,546,76,923,0,0
2219,463,120,0,120,433,7,0,6,983,120,786,120,599,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6655,678,2787,546,69,597,0,0
2224,463,120,0,120,537,7,0,6,983,120,879,120,693,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6655,678,2780,220,69,597,0,0
2229,463,120,0,120,547,7,0,6,983,120,879,120,724,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6663,4,2787,546,76,923,0,0
2234,463,120,0,120,475,7,0,6,992,120,817,120,630,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6655,678,2780,220,76,923,0,0
2239,463,120,0,120,361,7,0,6,992,120,693,120,537,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6663,4,2787,546,76,923,0,0
2244,463,120,0,120,464,7,0,7,10,120,786,120,630,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6663,4,2787,546,76,923,0,0
2249,463,120,0,120,454,7,0,6,983,120,817,120,599,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6663,4,2787,546,69,597,0,0
2254,463,120,0,120,392,7,0,6,983,120,724,120,537,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6663,4,2787,546,69,597,0,0
2259,463,120,0,120,278,7,0,6,983,120,599,120,444,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6655,678,2787,546,76,923,0,0
2264,463,120,0,120,381,7,0,7,1,120,724,120,537,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6663,4,2787,546,76,923,0,0
2269,463,120,0,120,412,7,0,7,10,120,755,120,568,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6663,4,2787,546,76,923,0,0
2274,463,120,0,120,329,7,0,6,983,120,693,120,506,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6663,4,2787,546,69,597,0,0
2279,463,120,0,120,184,7,0,6,983,120,537,120,319,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6663,4,2787,546,76,923,0,0
2284,463,120,0,120,278,7,0,6,992,120,599,120,444,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6663,4,2787,546,69,597,0,0
2289,463,120,0,120,371,7,0,6,983,120,724,120,537,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6663,4,2787,546,76,923,0,0
2294,463,120,0,120,298,7,0,6,983,120,630,120,475,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6663,4,2787,546,76,923,0,0
2299,463,120,0,120,205,7,0,6,992,120,537,120,350,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6663,4,2787,546,69,597,0,0
2304,463,120,0,120,298,7,0,6,992,120,630,120,444,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6670,330,2787,546,76,923,0,0
2309,463,120,0,120,350,7,0,6,992,120,693,120,506,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6670,330,2794,872,69,597,0,0
2314,463,120,0,120,288,7,0,6,992,120,630,120,444,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6670,330,2787,546,76,923,0,0
2319,463,120,0,120,153,7,0,6,992,120,475,120,319,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6670,330,2794,872,76,923,0,0
2324,463,120,0,120,309,7,0,6,992,120,630,120,475,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6670,330,2794,872,76,923,0,0
2329,463,120,0,120,371,7,0,6,992,120,693,120,537,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6670,330,2794,872,69,597,0,0
2334,463,120,0,120,278,7,0,6,992,120,599,120,444,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6670,330,2787,546,76,923,0,0
2339,463,120,0,120,174,7,0,6,992,120,506,120,319,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6670,330,2794,872,76,923,0,0
2344,463,120,0,120,309,7,0,7,19,120,630,120,475,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6670,330,2794,872,76,923,0,0
2349,463,120,0,120,361,7,0,7,1,120,693,120,506,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6670,330,2787,546,76,923,0,0
2354,463,120,0,120,215,7,0,6,973,120,537,120,350,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6670,330,2787,546,69,597,0,0
2359,463,120,0,120,143,7,0,6,983,120,475,120,319,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6670,330,2794,872,76,923,0,0
2364,463,120,0,120,288,7,0,6,983,120,630,120,444,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6670,330,2794,872,69,597,0,0
2369,463,120,0,120,350,7,0,6,983,120,693,120,506,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6670,330,2794,872,69,597,0,0
2374,463,120,0,120,288,7,0,6,973,120,630,120,475,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6670,330,2794,872,69,597,0,0
2379,463,120,0,120,184,7,0,6,992,120,537,120,350,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6677,656,2794,872,69,597,0,0
2384,463,120,0,120,288,7,0,6,983,120,599,120,475,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6670,330,2794,872,69,597,0,0
2389,463,120,0,120,288,7,0,6,983,120,630,120,444,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6677,656,2794,872,69,597,0,0
2394,463,120,0,120,215,7,0,6,992,120,537,120,381,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6677,656,2794,872,76,923,0,0
2399,463,120,0,120,112,7,0,7,10,120,412,120,288,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6677,656,2802,198,69,597,0,0
2404,463,120,0,120,195,7,0,7,10,120,537,120,350,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6677,656,2802,198,84,249,0,0
2409,463,120,0,120,215,7,0,6,992,120,537,120,381,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6677,656,2794,872,76,923,0,0
2414,463,120,0,120,132,7,0,6,983,120,475,120,288,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6677,656,2794,872,69,597,0,0
2419,463,120,0,120,39,7,0,6,983,120,350,120,226,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6677,656,2794,872,69,597,0,0
2424,463,120,0,120,163,7,0,6,983,120,506,120,319,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6677,656,2794,872,69,597,0,0
2429,463,120,0,120,226,7,0,6,992,120,537,120,381,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6684,982,2794,872,76,923,0,0
2434,463,120,0,120,174,7,0,6,992,120,506,120,319,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6677,656,2794,872,76,923,0,0
2439,463,120,0,120,60,7,0,7,19,120,381,120,226,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6684,982,2802,198,76,923,0,0
2444,463,120,0,120,143,7,0,6,992,120,475,120,288,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6684,982,2794,872,76,923,0,0
2449,463,120,0,120,174,7,0,6,992,120,506,120,319,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6684,982,2794,872,69,597,0,0
2454,463,120,0,120,101,7,0,6,983,120,444,120,257,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6684,982,2802,198,69,597,0,0
2459,463,120,0,119,987,7,0,6,992,120,319,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6684,982,2794,872,69,597,0,0
2464,463,120,0,120,163,7,0,7,1,120,506,120,319,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6684,982,2802,198,69,597,0,0
2469,463,120,0,120,195,7,0,7,38,120,537,120,350,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6684,982,2802,198,76,923,0,0
2474,463,120,0,120,143,7,0,6,992,120,506,120,288,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6692,308,2802,198,76,923,0,0
2479,463,120,0,120,49,7,0,6,983,120,381,120,226,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6684,982,2802,198,69,597,0,0
2484,463,120,0,120,153,7,0,6,983,120,506,120,319,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6684,982,2794,872,76,923,0,0
2489,463,120,0,120,174,7,0,6,983,120,537,120,319,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6684,982,2802,198,69,597,0,0
2494,463,120,0,120,122,7,0,6,983,120,444,120,288,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6684,982,2802,198,76,923,0,0
2499,463,120,0,120,39,7,0,6,983,120,350,120,195,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6692,308,2802,198,69,597,0,0
2504,463,120,0,120,153,7,0,7,10,120,475,120,319,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6692,308,2802,198,76,923,0,0
2509,463,120,0,120,143,7,0,7,1,120,506,120,288,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6692,308,2802,198,76,923,0,0
2514,463,120,0,120,18,7,0,6,983,120,381,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6692,308,2802,198,76,923,0,0
2519,463,120,0,119,956,7,0,6,983,120,319,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6692,308,2802,198,69,597,0,0
2524,463,120,0,120,112,7,0,6,983,120,475,120,257,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6692,308,2802,198,69,597,0,0
2529,463,120,0,120,195,7,0,6,983,120,537,120,319,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6692,308,2802,198,69,597,0,0
2534,463,120,0,120,163,7,0,6,983,120,475,120,319,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6692,308,2802,198,76,923,0,0
2539,463,120,0,120,91,7,0,6,983,120,412,120,257,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6692,308,2802,198,69,597,0,0
2544,463,120,0,120,184,7,0,6,992,120,537,120,319,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6692,308,2809,524,76,923,0,0
2549,463,120,0,120,195,7,0,6,983,120,537,120,350,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6699,634,2802,198,76,923,0,0
2554,463,120,0,120,153,7,0,6,992,120,506,120,288,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6699,634,2802,198,76,923,0,0
2559,463,120,0,120,29,7,0,7,10,120,350,120,195,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6699,634,2809,524,76,923,0,0
2564,463,120,0,120,153,7,0,7,19,120,444,120,319,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6699,634,2809,524,76,923,0,0
2569,463,120,0,120,153,7,0,7,10,120,475,120,288,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6699,634,2809,524,76,923,0,0
2574,463,120,0,120,101,7,0,6,992,120,412,120,257,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6699,634,2809,524,76,923,0,0
2579,463,120,0,119,987,7,0,6,992,120,319,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6699,634,2809,524,76,923,0,0
2584,463,120,0,120,70,7,0,6,983,120,412,120,226,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6699,634,2802,198,76,923,0,0
2589,463,120,0,120,122,7,0,6,973,120,444,120,288,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6699,634,2809,524,69,597,0,0
2594,463,120,0,120,39,7,0,6,973,120,381,120,195,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6699,634,2809,524,76,923,0,0
2599,463,120,0,119,977,7,0,6,973,120,319,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6699,634,2809,524,69,597,0,0
2604,463,120,0,120,70,7,0,6,983,120,381,120,195,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6706,960,2802,198,76,923,0,0
2609,463,120,0,120,101,7,0,6,983,120,475,120,226,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6699,634,2809,524,76,923,0,0
2614,463,120,0,120,49,7,0,6,983,120,381,120,195,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6699,634,2809,524,76,923,0,0
2619,463,120,0,119,966,7,0,6,973,120,319,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6699,634,2809,524,69,597,0,0
2624,463,120,0,120,49,7,0,6,983,120,381,120,195,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6706,960,2802,198,69,597,0,0
2629,463,120,0,120,112,7,0,7,10,120,444,120,257,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6706,960,2809,524,76,923,0,0
2634,463,120,0,120,29,7,0,7,19,120,381,120,195,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6706,960,2809,524,76,923,0,0
2639,463,120,0,119,956,7,0,7,1,120,288,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6706,960,2809,524,76,923,0,0
2644,463,120,0,120,70,7,0,7,1,120,381,120,226,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6706,960,2809,524,76,923,0,0
2649,463,120,0,120,122,7,0,6,992,120,444,120,257,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6706,960,2809,524,76,923,0,0
2654,463,120,0,120,39,7,0,6,983,120,350,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6706,960,2809,524,76,923,0,0
2659,463,120,0,119,925,7,0,6,983,120,257,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6706,960,2809,524,76,923,0,0
2664,463,120,0,120,70,7,0,6,983,120,412,120,226,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6706,960,2809,524,76,923,0,0
2669,463,120,0,120,101,7,0,6,983,120,444,120,226,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6706,960,2809,524,69,597,0,0
2674,463,120,0,120,18,7,0,6,983,120,319,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6706,960,2809,524,76,923,0,0
2679,463,120,0,119,914,7,0,7,10,120,257,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6706,960,2816,850,76,923,0,0
2684,463,120,0,120,60,7,0,7,19,120,412,120,226,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6714,286,2816,850,76,923,0,0
2689,463,120,0,120,70,7,0,7,1,120,412,120,226,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6714,286,2816,850,76,923,0,0
2694,463,120,0,120,8,7,0,6,992,120,319,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6714,286,2809,524,69,597,0,0
2699,463,120,0,119,935,7,0,6,983,120,257,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6706,960,2809,524,76,923,0,0
2704,463,120,0,120,39,7,0,6,983,120,350,120,195,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6714,286,2816,850,76,923,0,0
2709,463,120,0,120,70,7,0,6,983,120,412,120,226,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6714,286,2816,850,76,923,0,0
2714,463,120,0,120,29,7,0,6,983,120,350,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6706,960,2816,850,76,923,0,0
2719,463,120,0,119,977,7,0,6,992,120,319,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6714,286,2816,850,69,597,0,0
2724,463,120,0,120,60,7,0,6,983,120,381,120,226,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6714,286,2816,850,76,923,0,0
2729,463,120,0,120,112,7,0,6,983,120,444,120,257,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6714,286,2816,850,69,597,0,0
2734,463,120,0,120,39,7,0,6,983,120,381,120,195,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6714,286,2816,850,69,597,0,0
2739,463,120,0,119,956,7,0,6,983,120,319,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6714,286,2809,524,76,923,0,0
2744,463,120,0,120,70,7,0,6,992,120,412,120,195,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6714,286,2816,850,76,923,0,0
2749,463,120,0,120,101,7,0,6,992,120,444,120,226,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6714,286,2816,850,76,923,0,0
2754,463,120,0,120,49,7,0,6,983,120,381,120,195,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6714,286,2816,850,76,923,0,0
2759,463,120,0,119,987,7,0,6,992,120,319,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6714,286,2816,850,76,923,0,0
2764,463,120,0,120,101,7,0,6,992,120,412,120,257,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6714,286,2816,850,76,923,0,0
2769,463,120,0,120,153,7,0,6,992,120,444,120,319,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6714,286,2816,850,76,923,0,0
2774,463,120,0,120,70,7,0,7,19,120,381,120,226,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6721,612,2824,176,76,923,0,0
2779,463,120,0,119,997,7,0,7,1,120,319,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6721,612,2824,176,76,923,0,0
2784,463,120,0,120,80,7,0,6,983,120,412,120,226,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6714,286,2816,850,69,597,0,0
2789,463,120,0,120,132,7,0,6,983,120,444,120,288,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6714,286,2816,850,76,923,0,0
2794,463,120,0,120,70,7,0,6,992,120,381,120,195,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6721,612,2816,850,76,923,0,0
2799,463,120,0,120,8,7,0,6,992,120,319,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6721,612,2816,850,76,923,0,0
2804,463,120,0,120,132,7,0,6,992,120,475,120,257,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6721,612,2816,850,76,923,0,0
2809,463,120,0,120,163,7,0,7,19,120,506,120,319,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6721,612,2824,176,76,923,0,0
2814,463,120,0,120,112,7,0,6,992,120,444,120,257,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6721,612,2816,850,76,923,0,0
2819,463,120,0,120,18,7,0,6,983,120,350,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6721,612,2816,850,76,923,0,0
2824,463,120,0,120,122,7,0,6,992,120,444,120,288,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6721,612,2816,850,76,923,0,0
2829,463,120,0,120,174,7,0,6,992,120,537,120,319,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6721,612,2824,176,76,923,0,0
2834,463,120,0,120,153,7,0,7,10,120,506,120,319,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6728,938,2824,176,76,923,0,0
2839,463,120,0,120,18,7,0,6,983,120,350,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6728,938,2824,176,76,923,0,0
2844,463,120,0,120,143,7,0,6,983,120,475,120,288,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6721,612,2816,850,69,597,0,0
2849,463,120,0,120,174,7,0,6,983,120,506,120,319,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6721,612,2824,176,76,923,0,0
2854,463,120,0,120,122,7,0,6,992,120,444,120,257,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6721,612,2824,176,76,923,0,0
2859,463,120,0,120,49,7,0,7,1,120,381,120,195,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6728,938,2824,176,76,923,0,0
2864,463,120,0,120,174,7,0,7,19,120,506,120,319,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6728,938,2824,176,76,923,0,0
2869,463,120,0,120,174,7,0,6,983,120,537,120,319,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6728,938,2816,850,69,597,0,0
2874,463,120,0,120,153,7,0,6,983,120,475,120,288,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6728,938,2824,176,76,923,0,0
2879,463,120,0,120,49,7,0,6,983,120,381,120,195,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6728,938,2824,176,76,923,0,0
2884,463,120,0,120,132,7,0,6,983,120,444,120,288,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6728,938,2824,176,76,923,0,0
2889,463,120,0,120,122,7,0,6,983,120,444,120,257,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6728,938,2824,176,76,923,0,0
2894,463,120,0,120,29,7,0,6,992,120,350,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6728,938,2824,176,76,923,0,0
2899,463,120,0,119,956,7,0,7,10,120,257,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6736,264,2824,176,76,923,0,0
2904,463,120,0,120,49,7,0,7,1,120,381,120,195,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6736,264,2831,502,76,923,0,0
2909,463,120,0,120,112,7,0,6,983,120,444,120,257,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6728,938,2824,176,76,923,0,0
2914,463,120,0,120,91,7,0,6,983,120,444,120,195,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6728,938,2824,176,69,597,0,0
2919,463,120,0,119,987,7,0,6,983,120,319,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6728,938,2824,176,76,923,0,0
2924,463,120,0,120,143,7,0,6,992,120,506,120,288,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6728,938,2824,176,69,597,0,0
2929,463,120,0,120,184,7,0,6,983,120,537,120,319,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6728,938,2824,176,76,923,0,0
2934,463,120,0,120,122,7,0,6,983,120,444,120,257,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6736,264,2824,176,76,923,0,0
2939,463,120,0,120,18,7,0,6,983,120,350,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6728,938,2824,176,76,923,0,0
2944,463,120,0,120,101,7,0,7,19,120,444,120,257,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6736,264,2831,502,76,923,0,0
2949,463,120,0,120,132,7,0,6,992,120,475,120,257,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6736,264,2831,502,76,923,0,0
2954,463,120,0,120,70,7,0,6,992,120,381,120,226,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6736,264,2824,176,76,923,0,0
2959,463,120,0,119,977,7,0,6,992,120,319,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6736,264,2831,502,69,597,0,0
2964,463,120,0,120,29,7,0,6,992,120,350,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6736,264,2824,176,69,597,0,0
2969,463,120,0,120,29,7,0,6,992,120,350,120,195,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6736,264,2824,176,76,923,0,0
2974,463,120,0,119,987,7,0,6,992,120,319,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6736,264,2831,502,76,923,0,0
2979,463,120,0,119,894,7,0,7,10,120,195,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6736,264,2831,502,76,923,0,0
2984,463,120,0,119,977,7,0,7,19,120,319,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6736,264,2831,502,76,923,0,0
2989,463,120,0,119,997,7,0,6,992,120,350,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6743,590,2831,502,76,923,0,0
2994,463,120,0,119,966,7,0,6,973,120,319,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6736,264,2831,502,76,923,0,0
2999,463,120,0,119,914,7,0,6,973,120,257,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6736,264,2831,502,76,923,0,0
3004,463,120,0,120,29,7,0,6,983,120,350,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6736,264,2831,502,69,597,0,0
3009,463,120,0,120,91,7,0,6,973,120,444,120,226,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6743,590,2831,502,76,923,0,0
3014,463,120,0,120,49,7,0,6,973,120,381,120,195,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6736,264,2824,176,76,923,0,0
3019,463,120,0,119,977,7,0,6,983,120,319,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6743,590,2831,502,76,923,0,0
3024,463,120,0,120,101,7,0,6,992,120,444,120,226,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6743,590,2831,502,76,923,0,0
3029,463,120,0,120,195,7,0,7,10,120,537,120,319,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6743,590,2831,502,76,923,0,0
