Time,Temp Setpoint,Temp Feedback,Pressure Setpoint,Pressure Feedback,TC00,TC01,TC02,TC03,TC04,TC05,TC06,TC07,N1,N2,N3,Vacuum SP,,,,,,,,,,,,,,,,,
seconds,C,C,Bar,Bar,C,C,C,C,C,C,C,C,mBar,mBar,mBar,mBar,,,,,,,,,,,,,,,,,
6704,463,120,0,120,18,7,0,6,992,120,350,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6926,740,3036,630,69,597,0,0
6709,463,120,0,120,60,7,0,6,992,120,412,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6926,740,3036,630,69,597,0,0
6714,463,120,0,120,49,7,0,6,992,120,381,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6926,740,3036,630,69,597,0,0
6719,463,120,0,119,997,7,0,6,992,120,350,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6926,740,3043,956,76,923,0,0
6724,463,120,0,120,70,7,0,6,992,120,412,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6926,740,3036,630,76,923,0,0
6729,463,120,0,120,60,7,0,6,992,120,381,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6926,740,3036,630,76,923,0,0
6734,463,120,0,120,18,7,0,7,19,120,350,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3043,956,76,923,0,0
6739,463,120,0,119,956,7,0,7,1,120,319,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6926,740,3043,956,76,923,0,0
6744,463,120,0,120,8,7,0,6,992,120,350,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6926,740,3043,956,76,923,0,0
6749,463,120,0,120,8,7,0,6,983,120,350,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6926,740,3043,956,76,923,0,0
6754,463,120,0,119,977,7,0,6,983,120,319,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6926,740,3036,630,69,597,0,0
6759,463,120,0,119,946,7,0,6,983,120,288,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6926,740,3043,956,76,923,0,0
6764,463,120,0,119,987,7,0,6,983,120,319,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6926,740,3036,630,76,923,0,0
6769,463,120,0,119,987,7,0,7,10,120,350,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3043,956,76,923,0,0
6774,463,120,0,119,956,7,0,6,983,120,288,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6926,740,3043,956,76,923,0,0
6779,463,120,0,119,946,7,0,6,983,120,288,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6926,740,3043,956,76,923,0,0
6784,463,120,0,120,49,7,0,6,992,120,412,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6926,740,3043,956,69,597,0,0
6789,463,120,0,120,112,7,0,6,992,120,444,120,195,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6926,740,3043,956,76,923,0,0
6794,463,120,0,120,70,7,0,7,19,120,412,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6926,740,3043,956,76,923,0,0
6799,463,120,0,120,29,7,0,6,983,120,381,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6926,740,3036,630,76,923,0,0
6804,463,120,0,120,101,7,0,6,983,120,444,120,195,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6926,740,3043,956,69,597,0,0
6809,463,120,0,120,112,7,0,6,992,120,475,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3043,956,76,923,0,0
6814,463,120,0,120,60,7,0,6,983,120,412,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6926,740,3043,956,69,597,0,0
6819,463,120,0,120,8,7,0,7,1,120,350,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6926,740,3043,956,76,923,0,0
6824,463,120,0,120,70,7,0,7,19,120,412,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6926,740,3051,282,76,923,0,0
6829,463,120,0,120,70,7,0,7,19,120,381,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3043,956,76,923,0,0
6834,463,120,0,119,987,7,0,6,992,120,319,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6926,740,3043,956,76,923,0,0
6839,463,120,0,119,946,7,0,6,983,120,288,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6926,740,3043,956,76,923,0,0
6844,463,120,0,119,987,7,0,6,973,120,319,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3043,956,76,923,0,0
6849,463,120,0,120,8,7,0,6,973,120,350,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6926,740,3051,282,76,923,0,0
6854,463,120,0,119,966,7,0,6,983,120,319,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6926,740,3043,956,69,597,0,0
6859,463,120,0,119,946,7,0,6,983,120,288,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3051,282,76,923,0,0
6864,463,120,0,119,977,7,0,7,10,120,319,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6926,740,3051,282,76,923,0,0
6869,463,120,0,119,956,7,0,7,10,120,319,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3051,282,76,923,0,0
6874,463,120,0,119,956,7,0,6,973,120,319,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3051,282,69,597,0,0
6879,463,120,0,119,925,7,0,6,973,120,257,120,8,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6926,740,3051,282,76,923,0,0
6884,463,120,0,119,956,7,0,6,973,120,319,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6926,740,3051,282,76,923,0,0
6889,463,120,0,119,956,7,0,6,973,120,319,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6926,740,3051,282,69,597,0,0
6894,463,120,0,119,925,7,0,6,973,120,288,120,8,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6926,740,3051,282,76,923,0,0
6899,463,120,0,119,894,7,0,6,983,120,226,119,977,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3043,956,69,597,0,0
6904,463,120,0,120,8,7,0,7,10,120,350,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3051,282,76,923,0,0
6909,463,120,0,120,39,7,0,7,10,120,381,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3051,282,76,923,0,0
6914,463,120,0,120,18,7,0,6,983,120,381,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3051,282,69,597,0,0
6919,463,120,0,119,966,7,0,6,983,120,319,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3051,282,76,923,0,0
6924,463,120,0,120,29,7,0,6,983,120,381,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3051,282,76,923,0,0
6929,463,120,0,120,39,7,0,6,983,120,381,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6926,740,3051,282,76,923,0,0
6934,463,120,0,119,987,7,0,7,10,120,319,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3051,282,76,923,0,0
6939,463,120,0,119,956,7,0,6,983,120,319,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3051,282,76,923,0,0
6944,463,120,0,119,977,7,0,6,983,120,350,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3051,282,76,923,0,0
6949,463,120,0,119,997,7,0,6,983,120,350,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3051,282,69,597,0,0
6954,463,120,0,119,956,7,0,6,983,120,319,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3051,282,69,597,0,0
6959,463,120,0,119,935,7,0,7,10,120,257,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3058,608,76,923,0,0
6964,463,120,0,120,18,7,0,6,983,120,350,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6926,740,3058,608,76,923,0,0
6969,463,120,0,120,91,7,0,6,983,120,444,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3051,282,69,597,0,0
6974,463,120,0,120,70,7,0,6,983,120,412,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3051,282,76,923,0,0
6979,463,120,0,120,39,7,0,6,983,120,381,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3051,282,76,923,0,0
6984,463,120,0,120,91,7,0,7,19,120,412,120,195,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3058,608,76,923,0,0
6989,463,120,0,120,101,7,0,6,983,120,444,120,195,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3051,282,76,923,0,0
6994,463,120,0,120,60,7,0,6,983,120,412,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3051,282,76,923,0,0
6999,463,120,0,119,997,7,0,6,983,120,350,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3051,282,76,923,0,0
7004,463,120,0,120,70,7,0,6,983,120,412,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3051,282,76,923,0,0
7009,463,120,0,120,70,7,0,7,10,120,412,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3051,282,76,923,0,0
7014,463,120,0,120,18,7,0,7,1,120,350,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3058,608,76,923,0,0
7019,463,120,0,119,966,7,0,6,992,120,319,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3058,608,76,923,0,0
7024,463,120,0,120,8,7,0,6,992,120,350,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3051,282,76,923,0,0
7029,463,120,0,120,18,7,0,6,983,120,350,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3051,282,69,597,0,0
7034,463,120,0,119,956,7,0,6,983,120,319,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3058,608,69,597,0,0
7039,463,120,0,119,946,7,0,6,983,120,288,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3058,608,76,923,0,0
7044,463,120,0,119,987,7,0,6,983,120,319,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3051,282,76,923,0,0
7049,463,120,0,119,987,7,0,6,983,120,350,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3058,608,76,923,0,0
7054,463,120,0,119,946,7,0,7,19,120,288,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3058,608,76,923,0,0
7059,463,120,0,119,894,7,0,6,983,120,226,119,977,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3058,608,76,923,0,0
7064,463,120,0,119,946,7,0,6,983,120,288,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3058,608,76,923,0,0
7069,463,120,0,119,946,7,0,6,983,120,288,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3058,608,76,923,0,0
7074,463,120,0,119,925,7,0,6,983,120,257,120,8,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3058,608,76,923,0,0
7079,463,120,0,119,894,7,0,7,10,120,226,119,977,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3058,608,76,923,0,0
7084,463,120,0,119,977,7,0,6,992,120,319,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3058,608,76,923,0,0
7089,463,120,0,120,49,7,0,6,992,120,412,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3058,608,76,923,0,0
7094,463,120,0,120,29,7,0,6,992,120,381,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3058,608,76,923,0,0
7099,463,120,0,119,977,7,0,7,19,120,319,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3065,934,76,923,0,0
7104,463,120,0,120,39,7,0,6,992,120,381,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3058,608,76,923,0,0
7109,463,120,0,120,49,7,0,6,983,120,381,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3058,608,76,923,0,0
7114,463,120,0,120,8,7,0,6,992,120,350,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3058,608,76,923,0,0
7119,463,120,0,119,977,7,0,6,992,120,319,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3058,608,76,923,0,0
7124,463,120,0,120,29,7,0,7,19,120,350,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3065,934,76,923,0,0
7129,463,120,0,120,8,7,0,6,992,120,350,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3058,608,76,923,0,0
7134,463,120,0,119,956,7,0,6,983,120,319,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3058,608,76,923,0,0
7139,463,120,0,119,914,7,0,6,983,120,257,120,8,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3058,608,76,923,0,0
7144,463,120,0,119,966,7,0,6,983,120,319,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3065,934,76,923,0,0
7149,463,120,0,119,966,7,0,6,992,120,319,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3058,608,76,923,0,0
7154,463,120,0,119,935,7,0,7,10,120,288,120,8,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3065,934,76,923,0,0
7159,463,120,0,119,883,7,0,6,983,120,226,119,977,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3058,608,69,597,0,0
7164,463,120,0,119,997,7,0,6,992,120,350,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3058,608,76,923,0,0
7169,463,120,0,120,29,7,0,6,983,120,381,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3065,934,76,923,0,0
7174,463,120,0,120,8,7,0,6,983,120,381,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3058,608,76,923,0,0
7179,463,120,0,119,966,7,0,6,983,120,350,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3065,934,76,923,0,0
7184,463,120,0,120,70,7,0,7,19,120,444,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3065,934,84,249,0,0
7189,463,120,0,120,60,7,0,7,1,120,412,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3065,934,76,923,0,0
7194,463,120,0,119,987,7,0,6,983,120,319,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3065,934,76,923,0,0
7199,463,120,0,119,956,7,0,6,983,120,319,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3065,934,76,923,0,0
7204,463,120,0,120,8,7,0,6,983,120,381,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3065,934,76,923,0,0
7209,463,120,0,120,8,7,0,7,10,120,350,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3065,934,84,249,0,0
7214,463,120,0,119,987,7,0,6,992,120,319,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3065,934,76,923,0,0
7219,463,120,0,119,946,7,0,6,983,120,288,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3065,934,76,923,0,0
7224,463,120,0,119,997,7,0,6,983,120,319,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3065,934,76,923,0,0
7229,463,120,0,119,977,7,0,6,983,120,319,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3065,934,76,923,0,0
7234,463,120,0,119,956,7,0,6,983,120,319,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3065,934,69,597,0,0
7239,463,120,0,119,925,7,0,6,992,120,257,120,8,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3065,934,76,923,0,0
7244,463,120,0,119,997,7,0,7,1,120,350,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3073,260,76,923,0,0
7249,463,120,0,120,80,7,0,6,983,120,412,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3065,934,76,923,0,0
7254,463,120,0,120,49,7,0,6,983,120,412,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3065,934,76,923,0,0
7259,463,120,0,120,8,7,0,6,992,120,350,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3065,934,76,923,0,0
7264,463,120,0,120,80,7,0,6,983,120,412,120,195,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3065,934,76,923,0,0
7269,463,120,0,120,91,7,0,7,19,120,412,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3073,260,76,923,0,0
7274,463,120,0,120,39,7,0,6,992,120,381,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3065,934,76,923,0,0
7279,463,120,0,119,977,7,0,6,983,120,319,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3065,934,76,923,0,0
7284,463,120,0,120,29,7,0,6,983,120,381,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3065,934,69,597,0,0
7289,463,120,0,120,39,7,0,6,983,120,381,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3065,934,76,923,0,0
7294,463,120,0,119,977,7,0,6,992,120,319,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3065,934,76,923,0,0
7299,463,120,0,119,966,7,0,7,10,120,319,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3073,260,76,923,0,0
7304,463,120,0,120,18,7,0,6,992,120,350,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3073,260,76,923,0,0
7309,463,120,0,120,18,7,0,6,983,120,350,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3065,934,76,923,0,0
7314,463,120,0,119,977,7,0,6,983,120,319,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3065,934,76,923,0,0
7319,463,120,0,119,946,7,0,6,983,120,288,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3065,934,76,923,0,0
7324,463,120,0,119,987,7,0,6,983,120,319,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6934,66,3065,934,76,923,0,0
7329,463,120,0,119,987,7,0,7,1,120,319,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3073,260,76,923,0,0
7334,463,120,0,119,956,7,0,7,10,120,319,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3073,260,76,923,0,0
7339,463,120,0,119,904,7,0,6,983,120,257,120,8,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3065,934,76,923,0,0
7344,463,120,0,119,956,7,0,6,983,120,319,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3065,934,69,597,0,0
7349,463,120,0,119,956,7,0,6,983,120,319,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3065,934,76,923,0,0
7354,463,120,0,119,946,7,0,6,983,120,288,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3073,260,69,597,0,0
7359,463,120,0,119,904,7,0,7,19,120,257,119,977,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3073,260,76,923,0,0
7364,463,120,0,119,966,7,0,6,992,120,319,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3073,260,76,923,0,0
7369,463,120,0,120,39,7,0,6,992,120,381,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3073,260,76,923,0,0
7374,463,120,1,120,8,7,0,6,992,120,381,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3073,260,76,923,0,0
7379,463,119,666,119,977,7,0,6,992,120,319,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3073,260,76,923,0,0
7384,463,119,336,119,956,7,0,6,992,120,319,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3073,260,76,923,0,0
7389,463,119,1,119,946,7,0,6,992,120,288,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3073,260,76,923,0,0
7394,463,118,666,119,883,7,0,6,992,120,226,119,977,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3073,260,76,923,0,0
7399,463,118,336,119,790,7,0,7,19,120,132,119,883,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6956,44,3073,260,84,249,0,0
7404,463,118,1,119,717,7,0,6,992,120,39,119,790,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3073,260,76,923,0,0
7409,463,117,666,119,676,7,0,6,983,120,8,119,790,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3073,260,76,923,0,0
7414,463,117,336,119,593,7,0,7,1,119,946,119,728,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3073,260,76,923,0,0
7419,463,117,1,119,510,7,0,7,1,119,852,119,603,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3073,260,76,923,0,0
7424,463,116,666,119,406,7,0,7,10,119,728,119,510,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3073,260,76,923,0,0
7429,463,116,336,119,333,7,0,7,10,119,665,119,447,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3080,586,76,923,0,0
7434,463,116,1,119,240,7,0,7,38,119,541,119,354,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3080,586,76,923,0,0
7439,463,115,666,119,147,7,0,7,10,119,479,119,230,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3080,586,76,923,0,0
7444,463,115,336,119,43,7,0,7,1,119,354,119,167,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3073,260,76,923,0,0
7449,463,115,1,118,949,7,0,7,1,119,261,119,43,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3073,260,69,597,0,0
7454,463,114,666,118,846,7,0,7,1,119,167,118,949,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3073,260,76,923,0,0
7459,463,114,336,118,763,7,0,7,1,119,74,118,856,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3080,586,76,923,0,0
7464,463,114,1,118,649,7,0,7,1,118,949,118,732,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3073,260,76,923,0,0
7469,463,113,666,118,565,7,0,7,1,118,887,118,669,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6956,44,3073,260,76,923,0,0
7474,463,113,336,118,462,7,0,6,992,118,732,118,576,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3073,260,76,923,0,0
7479,463,113,1,118,368,7,0,7,1,118,669,118,451,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3073,260,76,923,0,0
7484,463,112,666,118,296,7,0,7,1,118,576,118,389,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3080,586,76,923,0,0
7489,463,112,336,118,182,7,0,7,38,118,482,118,296,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3080,586,76,923,0,0
7494,463,112,1,118,78,7,0,6,992,118,389,118,171,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3080,586,76,923,0,0
7499,463,111,666,117,964,7,0,6,992,118,265,118,47,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3080,586,76,923,0,0
7504,463,111,336,117,839,7,0,6,992,118,140,117,922,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3073,260,69,597,0,0
7509,463,111,1,117,673,7,0,6,983,117,953,117,767,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3080,586,76,923,0,0
7514,463,110,666,117,497,7,0,6,983,117,767,117,580,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3080,586,76,923,0,0
7519,463,110,336,117,289,7,0,6,983,117,549,117,362,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6956,44,3080,586,76,923,0,0
7524,463,110,1,117,51,7,0,6,973,117,300,117,113,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3080,586,76,923,0,0
7529,463,109,666,116,708,7,0,6,983,116,926,116,770,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6956,44,3073,260,76,923,0,0
7534,463,109,336,116,387,7,0,7,10,116,646,116,459,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3080,586,76,923,0,0
7539,463,109,1,116,65,7,0,6,983,116,272,116,179,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3080,586,76,923,0,0
7544,463,108,666,115,691,7,0,7,1,115,992,115,774,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3080,586,76,923,0,0
7549,463,108,336,115,370,7,0,7,1,115,619,115,463,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3080,586,76,923,0,0
7554,463,108,1,115,69,7,0,7,1,115,339,115,121,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6956,44,3080,586,76,923,0,0
7559,463,107,666,114,830,7,0,7,1,115,58,114,903,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3073,260,76,923,0,0
7564,463,107,336,114,508,7,0,7,19,114,747,114,560,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6956,44,3080,586,76,923,0,0
7569,463,107,1,114,249,7,0,6,992,114,467,114,311,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3080,586,76,923,0,0
7574,463,106,666,113,917,7,0,6,992,114,156,113,969,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6956,44,3073,260,76,923,0,0
7579,463,106,336,113,689,7,0,6,992,113,907,113,751,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3080,586,76,923,0,0
7584,463,106,1,113,409,7,0,6,992,113,626,113,471,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6956,44,3080,586,76,923,0,0
7589,463,105,666,113,149,7,0,6,983,113,409,113,160,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3073,260,76,923,0,0
7594,463,105,336,112,890,7,0,6,983,113,97,112,911,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6948,718,3080,586,76,923,0,0
